initial_alias,converted_alias,name,description
ILMN_1652366,ENSG00000167634,NLRP7,NLR family pyrin domain containing 7 [Source:HGNC Symbol;Acc:HGNC:22947]
ILMN_1652368,None,None,None
ILMN_1652369,ENSG00000012061,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]"
ILMN_1652371,ENSG00000164659,KIAA1324L,KIAA1324 like [Source:HGNC Symbol;Acc:HGNC:21945]
ILMN_1652378,ENSG00000205339,IPO7,importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]
ILMN_1652378,ENSG00000225674,IPO7P2,importin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39838]
ILMN_1652379,ENSG00000172340,SUCLG2,succinate-CoA ligase GDP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11450]
ILMN_1652381,ENSG00000105501,SIGLEC5,sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]
ILMN_1652381,ENSG00000254415,SIGLEC14,sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]
ILMN_1652381,ENSG00000268500,AC018755.2,"novel transcript, sense intronic to AC018755.18"
ILMN_1652394,ENSG00000104388,RAB2A,"RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]"
ILMN_1652407,ENSG00000101040,ZMYND8,zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]
ILMN_1652409,ENSG00000042317,AL049834.1,spermatogenesis associated 7 [Source:NCBI gene;Acc:55812]
ILMN_1652412,ENSG00000102893,PHKB,phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]
ILMN_1652417,ENSG00000147996,CBWD5,COBW domain containing 5 [Source:HGNC Symbol;Acc:HGNC:24584]
ILMN_1652417,ENSG00000196873,CBWD3,COBW domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18519]
ILMN_1652417,ENSG00000215126,CBWD6,COBW domain containing 6 [Source:HGNC Symbol;Acc:HGNC:31978]
ILMN_1652429,ENSG00000165164,CFAP47,cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708]
ILMN_1652431,ENSG00000133742,CA1,carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]
ILMN_1652434,ENSG00000163738,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
ILMN_1652445,ENSG00000136238,RAC1,Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]
ILMN_1652450,ENSG00000232903,LINC01166,long intergenic non-protein coding RNA 1166 [Source:HGNC Symbol;Acc:HGNC:49535]
ILMN_1652456,ENSG00000006042,TMEM98,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
ILMN_1652459,ENSG00000160072,ATAD3B,ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]
ILMN_1652464,ENSG00000152086,TUBA3E,tubulin alpha 3e [Source:HGNC Symbol;Acc:HGNC:20765]
ILMN_1652469,ENSG00000241288,LINC02614,long intergenic non-protein coding RNA 2614 [Source:HGNC Symbol;Acc:HGNC:54072]
ILMN_1652472,ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"
ILMN_1652486,ENSG00000184436,THAP7,THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]
ILMN_1652487,ENSG00000124784,RIOK1,RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]
ILMN_1652490,ENSG00000111261,MANSC1,MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]
ILMN_1652494,ENSG00000170379,TCAF2,TRPM8 channel associated factor 2 [Source:HGNC Symbol;Acc:HGNC:26878]
ILMN_1652494,ENSG00000253882,AC099548.2,"family with sequence similarity 115, member C (FAM115C) pseudogene"
ILMN_1652494,ENSG00000283537,AC073264.3,novel TRPM8 channel-associated factor pseudogene
ILMN_1652505,ENSG00000169188,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17889]
ILMN_1652512,ENSG00000157617,C2CD2,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ILMN_1652521,ENSG00000104643,MTMR9,myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]
ILMN_1652525,ENSG00000196814,MVB12B,multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]
ILMN_1652533,None,None,None
ILMN_1652540,ENSG00000164620,RELL2,RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902]
ILMN_1652550,ENSG00000272556,GTF2IP13,general transcription factor IIi pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:51725]
ILMN_1652577,None,None,None
ILMN_1652580,ENSG00000062822,POLD1,"DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]"
ILMN_1652580,ENSG00000142539,AC020909.1,novel protein
ILMN_1652594,ENSG00000101442,ACTR5,actin related protein 5 [Source:HGNC Symbol;Acc:HGNC:14671]
ILMN_1652602,ENSG00000185522,LMNTD2,lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]
ILMN_1652604,ENSG00000100031,GGT1,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]
ILMN_1652604,ENSG00000133475,GGT2,gamma-glutamyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4251]
ILMN_1652604,ENSG00000197421,GGT3P,gamma-glutamyltransferase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4252]
ILMN_1652604,ENSG00000236969,GGT8P,gamma-glutamyltransferase 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:33438]
ILMN_1652604,ENSG00000280208,GGT4P,gamma-glutamyltransferase 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:33207]
ILMN_1652604,ENSG00000286070,GGT1,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]
ILMN_1652631,ENSG00000122694,GLIPR2,GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]
ILMN_1652638,ENSG00000163428,LRRC58,leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]
ILMN_1652639,None,None,None
ILMN_1652647,ENSG00000040933,INPP4A,inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]
ILMN_1652650,ENSG00000147010,SH3KBP1,SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]
ILMN_1652660,ENSG00000146574,CCZ1B,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21717]"
ILMN_1652662,ENSG00000106070,GRB10,growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]
ILMN_1652666,None,None,None
ILMN_1652677,ENSG00000182118,FAM89A,family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]
ILMN_1652677,ENSG00000283799,MIR1182,microRNA 1182 [Source:HGNC Symbol;Acc:HGNC:35263]
ILMN_1652680,None,None,None
ILMN_1652689,ENSG00000170074,FAM153A,family with sequence similarity 153 member A [Source:HGNC Symbol;Acc:HGNC:29940]
ILMN_1652700,ENSG00000234359,ELK1P1,ELK1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39021]
ILMN_1652701,ENSG00000186409,CCDC30,coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]
ILMN_1652711,None,None,None
ILMN_1652716,ENSG00000104626,ERI1,exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]
ILMN_1652719,ENSG00000166069,TMCO5A,transmembrane and coiled-coil domains 5A [Source:HGNC Symbol;Acc:HGNC:28558]
ILMN_1652721,ENSG00000285796,AL162458.1,novel transcript
ILMN_1652722,ENSG00000156411,ATP5MPL,ATP synthase membrane subunit 6.8PL [Source:HGNC Symbol;Acc:HGNC:1188]
ILMN_1652729,ENSG00000145362,ANK2,ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ILMN_1652735,ENSG00000133111,RFXAP,regulatory factor X associated protein [Source:HGNC Symbol;Acc:HGNC:9988]
ILMN_1652736,ENSG00000177189,RPS6KA3,ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]
ILMN_1652737,None,None,None
ILMN_1652747,None,None,None
ILMN_1652749,ENSG00000105722,ERF,ETS2 repressor factor [Source:HGNC Symbol;Acc:HGNC:3444]
ILMN_1652753,ENSG00000175575,PAAF1,proteasomal ATPase associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]
ILMN_1652754,ENSG00000131116,ZNF428,zinc finger protein 428 [Source:HGNC Symbol;Acc:HGNC:20804]
ILMN_1652758,ENSG00000188157,AGRN,agrin [Source:HGNC Symbol;Acc:HGNC:329]
ILMN_1652762,ENSG00000169635,HIC2,HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]
ILMN_1652763,ENSG00000250317,SMIM20,small integral membrane protein 20 [Source:HGNC Symbol;Acc:HGNC:37260]
ILMN_1652768,ENSG00000216866,RPS2P55,ribosomal protein S2 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36140]
ILMN_1652768,ENSG00000233406,AL162430.2,ribosomal protein S2 (RPS2) pseudogene
ILMN_1652768,ENSG00000235508,RPS2P7,ribosomal protein S2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:15838]
ILMN_1652768,ENSG00000240342,RPS2P5,ribosomal protein S2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:31386]
ILMN_1652777,ENSG00000149798,CDC42EP2,CDC42 effector protein 2 [Source:HGNC Symbol;Acc:HGNC:16263]
ILMN_1652777,ENSG00000285816,AP000944.5,"novel protein, POLA2-CDC42EP2 readthrough"
ILMN_1652787,ENSG00000155629,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
ILMN_1652790,ENSG00000013441,CLK1,CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
ILMN_1652797,ENSG00000185442,FAM174B,family with sequence similarity 174 member B [Source:HGNC Symbol;Acc:HGNC:34339]
ILMN_1652806,ENSG00000154723,ATP5PF,ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]
ILMN_1652807,ENSG00000105997,HOXA3,homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104]
ILMN_1652808,None,None,None
ILMN_1652819,ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3 [Source:HGNC Symbol;Acc:HGNC:8142]
ILMN_1652825,ENSG00000110324,IL10RA,interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]
ILMN_1652826,ENSG00000128606,LRRC17,leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]
ILMN_1652846,ENSG00000185813,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]"
ILMN_1652865,None,None,None
ILMN_1652872,ENSG00000185019,UBOX5,U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777]
ILMN_1652881,None,None,None
ILMN_1652888,ENSG00000235173,HGH1,HGH1 homolog [Source:HGNC Symbol;Acc:HGNC:24161]
ILMN_1652906,ENSG00000148288,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]"
ILMN_1652907,ENSG00000096401,CDC5L,cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]
ILMN_1652913,ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]
ILMN_1652918,ENSG00000139725,RHOF,"ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]"
ILMN_1652927,None,None,None
ILMN_1652928,None,None,None
ILMN_1652929,ENSG00000143442,POGZ,pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]
ILMN_1652931,ENSG00000228607,CLDN25,claudin 25 [Source:HGNC Symbol;Acc:HGNC:37218]
ILMN_1652939,ENSG00000204849,SPATA31A1,SPATA31 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:23394]
ILMN_1652940,ENSG00000161149,TUBA3FP,tubulin alpha 3f pseudogene [Source:HGNC Symbol;Acc:HGNC:24067]
ILMN_1652955,ENSG00000231017,AC013404.1,ribosomal protein S27 (RPS27) pseudogene
ILMN_1652959,ENSG00000173208,ABCD2,ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]
ILMN_1652969,ENSG00000185037,ZNF733P,"zinc finger protein 733, pseudogene [Source:HGNC Symbol;Acc:HGNC:32473]"
ILMN_1652969,ENSG00000185177,ZNF479,zinc finger protein 479 [Source:HGNC Symbol;Acc:HGNC:23258]
ILMN_1652969,ENSG00000197990,ZNF734P,"zinc finger protein 734, pseudogene [Source:HGNC Symbol;Acc:HGNC:32465]"
ILMN_1652977,None,None,None
ILMN_1652982,ENSG00000169246,NPIPB3,nuclear pore complex interacting protein family member B3 [Source:HGNC Symbol;Acc:HGNC:28989]
ILMN_1652982,ENSG00000185864,NPIPB4,nuclear pore complex interacting protein family member B4 [Source:HGNC Symbol;Acc:HGNC:41985]
ILMN_1652982,ENSG00000196696,AC009022.1,novel transcript
ILMN_1652982,ENSG00000243716,NPIPB5,nuclear pore complex interacting protein family member B5 [Source:HGNC Symbol;Acc:HGNC:37233]
ILMN_1652989,ENSG00000030066,NUP160,nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]
ILMN_1653001,ENSG00000134508,CABLES1,Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]
ILMN_1653006,ENSG00000126545,CSN1S1,casein alpha s1 [Source:HGNC Symbol;Acc:HGNC:2445]
ILMN_1653026,ENSG00000145287,PLAC8,placenta associated 8 [Source:HGNC Symbol;Acc:HGNC:19254]
ILMN_1653031,None,None,None
ILMN_1653039,ENSG00000285972,CERNA2,competing endogenous lncRNA 2 for microRNA let-7b [Source:HGNC Symbol;Acc:HGNC:51354]
ILMN_1653040,ENSG00000253159,PCDHGA12,"protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]"
ILMN_1653042,ENSG00000099377,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:HGNC:18324]"
ILMN_1653047,ENSG00000108406,DHX40,DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]
ILMN_1653047,ENSG00000266992,DHX40P1,DEAH-box helicase 40 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20687]
ILMN_1653047,ENSG00000267104,TBC1D3P1-DHX40P1,"TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene [Source:HGNC Symbol;Acc:HGNC:42362]"
ILMN_1653055,ENSG00000134595,SOX3,SRY-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11199]
ILMN_1653056,ENSG00000185883,ATP6V0C,ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]
ILMN_1653073,ENSG00000180475,OR10Q1,olfactory receptor family 10 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:15134]
ILMN_1653115,ENSG00000104823,ECH1,enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]
ILMN_1653120,ENSG00000073849,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]"
ILMN_1653125,ENSG00000179094,PER1,period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
ILMN_1653129,ENSG00000101811,CSTF2,cleavage stimulation factor subunit 2 [Source:HGNC Symbol;Acc:HGNC:2484]
ILMN_1653134,ENSG00000205423,CNEP1R1,CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:26759]
ILMN_1653142,None,None,None
ILMN_1653143,ENSG00000122882,ECD,ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]
ILMN_1653146,ENSG00000057468,MSH4,mutS homolog 4 [Source:HGNC Symbol;Acc:HGNC:7327]
ILMN_1653163,ENSG00000176371,ZSCAN2,zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]
ILMN_1653165,ENSG00000127837,AAMP,angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]
ILMN_1653166,ENSG00000132514,CLEC10A,C-type lectin domain containing 10A [Source:HGNC Symbol;Acc:HGNC:16916]
ILMN_1653174,ENSG00000111846,GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204]
ILMN_1653180,None,None,None
ILMN_1653182,ENSG00000078319,PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9123]"
ILMN_1653185,ENSG00000160613,PCSK7,proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:HGNC:8748]
ILMN_1653185,ENSG00000254851,AP005018.2,proprotein convertase subtilisin/kexin type 7 (PCSK7) pseudogene
ILMN_1653198,None,None,None
ILMN_1653200,ENSG00000092096,SLC22A17,solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]
ILMN_1653203,ENSG00000172638,EFEMP2,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
ILMN_1653205,ENSG00000176731,RBIS,ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:32235]
ILMN_1653207,None,None,None
ILMN_1653220,ENSG00000110697,PITPNM1,phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]
ILMN_1653228,ENSG00000180697,C3orf22,chromosome 3 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:28534]
ILMN_1653240,None,None,None
ILMN_1653251,ENSG00000184357,H1-5,"H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]"
ILMN_1653266,ENSG00000164031,DNAJB14,DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]
ILMN_1653276,ENSG00000272366,AL158211.3,novel transcript
ILMN_1653278,ENSG00000176945,MUC20,"mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]"
ILMN_1653278,ENSG00000242086,MUC20-OT1,MUC20 overlapping transcript [Source:HGNC Symbol;Acc:HGNC:53807]
ILMN_1653283,ENSG00000142192,APP,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ILMN_1653292,ENSG00000114268,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]"
ILMN_1653310,ENSG00000171425,ZNF581,zinc finger protein 581 [Source:HGNC Symbol;Acc:HGNC:25017]
ILMN_1653310,ENSG00000173581,CCDC106,coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]
ILMN_1653310,ENSG00000213015,ZNF580,zinc finger protein 580 [Source:HGNC Symbol;Acc:HGNC:29473]
ILMN_1653314,None,None,None
ILMN_1653319,ENSG00000258839,MC1R,melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]
ILMN_1653332,ENSG00000147874,HAUS6,HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]
ILMN_1653332,ENSG00000227344,HAUS6P1,HAUS augmin like complex subunit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43764]
ILMN_1653337,ENSG00000170832,USP32,ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]
ILMN_1653342,ENSG00000169718,DUS1L,dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]
ILMN_1653352,ENSG00000164713,BRI3,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
ILMN_1653355,ENSG00000187537,POTEG,POTE ankyrin domain family member G [Source:HGNC Symbol;Acc:HGNC:33896]
ILMN_1653355,ENSG00000198062,POTEH,POTE ankyrin domain family member H [Source:HGNC Symbol;Acc:HGNC:133]
ILMN_1653355,ENSG00000222036,POTEM,POTE ankyrin domain family member M [Source:HGNC Symbol;Acc:HGNC:37096]
ILMN_1653358,ENSG00000171124,FUT3,fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014]
ILMN_1653367,ENSG00000120656,TAF12,TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]
ILMN_1653368,None,None,None
ILMN_1653369,None,None,None
ILMN_1653386,ENSG00000138068,SULT6B1,sulfotransferase family 6B member 1 [Source:HGNC Symbol;Acc:HGNC:33433]
ILMN_1653390,ENSG00000185485,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32455]
ILMN_1653394,None,None,None
ILMN_1653404,ENSG00000168256,NKIRAS2,NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]
ILMN_1653410,None,None,None
ILMN_1653412,ENSG00000173976,RAX2,retina and anterior neural fold homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18286]
ILMN_1653429,ENSG00000117620,SLC35A3,solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023]
ILMN_1653432,ENSG00000152795,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]
ILMN_1653437,ENSG00000164828,SUN1,Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]
ILMN_1653438,ENSG00000106443,PHF14,PHD finger protein 14 [Source:HGNC Symbol;Acc:HGNC:22203]
ILMN_1653443,ENSG00000123374,CDK2,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]
ILMN_1653466,ENSG00000188290,HES4,hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]
ILMN_1653468,None,None,None
ILMN_1653469,ENSG00000144426,NBEAL1,neurobeachin like 1 [Source:HGNC Symbol;Acc:HGNC:20681]
ILMN_1653469,ENSG00000185834,RPL12P4,ribosomal protein L12 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16587]
ILMN_1653469,ENSG00000197958,RPL12,ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]
ILMN_1653469,ENSG00000204196,RPL12P16,ribosomal protein L12 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36926]
ILMN_1653469,ENSG00000219932,RPL12P8,ribosomal protein L12 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:23735]
ILMN_1653469,ENSG00000236992,RPL12P12,ribosomal protein L12 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:15951]
ILMN_1653469,ENSG00000243007,RPL12P35,ribosomal protein L12 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:35969]
ILMN_1653469,ENSG00000243824,RPL12P6,ribosomal protein L12 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:23538]
ILMN_1653470,ENSG00000174996,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]
ILMN_1653471,ENSG00000129873,CDY2B,chromodomain Y-linked 2B [Source:HGNC Symbol;Acc:HGNC:23921]
ILMN_1653471,ENSG00000172288,CDY1,chromodomain Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:1809]
ILMN_1653471,ENSG00000172352,CDY1B,chromodomain Y-linked 1B [Source:HGNC Symbol;Acc:HGNC:23920]
ILMN_1653471,ENSG00000182415,CDY2A,chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810]
ILMN_1653480,ENSG00000183323,CCDC125,coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:HGNC:28924]
ILMN_1653494,ENSG00000160678,S100A1,S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]
ILMN_1653496,ENSG00000135821,GLUL,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
ILMN_1653498,ENSG00000140749,IGSF6,immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]
ILMN_1653504,ENSG00000170989,S1PR1,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]
ILMN_1653514,ENSG00000162521,RBBP4,"RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]"
ILMN_1653524,ENSG00000052723,SIKE1,suppressor of IKBKE 1 [Source:HGNC Symbol;Acc:HGNC:26119]
ILMN_1653527,None,None,None
ILMN_1653529,ENSG00000136891,TEX10,testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]
ILMN_1653553,None,None,None
ILMN_1653573,ENSG00000233093,LINC00892,long intergenic non-protein coding RNA 892 [Source:HGNC Symbol;Acc:HGNC:48578]
ILMN_1653575,ENSG00000137496,IL18BP,interleukin 18 binding protein [Source:HGNC Symbol;Acc:HGNC:5987]
ILMN_1653578,ENSG00000103489,XYLT1,xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]
ILMN_1653579,ENSG00000259303,IGHV2OR16-5,immunoglobulin heavy variable 2/OR16-5 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5579]
ILMN_1653579,ENSG00000259990,AC133561.2,novel immunoglobulin heavy chain variable  (IGHV) pseudogene
ILMN_1653599,ENSG00000099624,ATP5F1D,ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]
ILMN_1653601,ENSG00000242588,AC108010.1,novel transcript
ILMN_1653601,ENSG00000280828,AC090114.3,pseudogene similar to part of tousled-like kinase 2 (TLK2)
